date,rate
2023-02-14,0.697
2023-02-15,0.698758
2023-02-16,0.69069
2023-02-17,0.68624
2023-02-20,0.686941
2023-02-21,0.6909
2023-02-22,0.68619
2023-02-23,0.681292
2023-02-24,0.681013
2023-02-27,0.673568
2023-02-28,0.6743
2023-03-01,0.673079
2023-03-02,0.67598
2023-03-03,0.6735
2023-03-06,0.675461
2023-03-07,0.67331
2023-03-08,0.6591
2023-03-09,0.6594
2023-03-10,0.6591
2023-03-13,0.66342
2023-03-14,0.66592
2023-03-15,0.66891
2023-03-16,0.66183
2023-03-17,0.66634
2023-03-20,0.671321
2023-03-21,0.67169
2023-03-22,0.66779
2023-03-23,0.669931
2023-03-24,0.66816
2023-03-27,0.665531
2023-03-28,0.66601
2023-03-29,0.670691
2023-03-30,0.668248
2023-03-31,0.671682
2023-04-03,0.66589
2023-04-04,0.67885
2023-04-05,0.675808
2023-04-06,0.671668
2023-04-07,0.667601
2023-04-10,0.66735
2023-04-11,0.66483
2023-04-12,0.6654
2023-04-13,0.6699
2023-04-14,0.6784
2023-04-17,0.67052
2023-04-18,0.67004
2023-04-19,0.67357
2023-04-20,0.670551
2023-04-21,0.674318
2023-04-24,0.669349
2023-04-25,0.670381
2023-04-26,0.66364
2023-04-27,0.660838
2023-04-28,0.66304
2023-05-01,0.66124
2023-05-02,0.66228
2023-05-03,0.6673
2023-05-04,0.664152
2023-05-05,0.66961
2023-05-08,0.674768
2023-05-09,0.678099
2023-05-10,0.676691
2023-05-11,0.678191
2023-05-12,0.66999
2023-05-15,0.66469
2023-05-16,0.6703
2023-05-17,0.665779
2023-05-18,0.665562
2023-05-19,0.662998
2023-05-22,0.6661
2023-05-23,0.664969
2023-05-24,0.661358
2023-05-25,0.65451
2023-05-26,0.649849
2023-05-29,0.652699
2023-05-30,0.65285
2023-05-31,0.65178
2023-06-01,0.65064
2023-06-02,0.657799
2023-06-05,0.66
2023-06-06,0.661349
2023-06-07,0.667909
2023-06-08,0.66586
2023-06-09,0.67126
2023-06-12,0.6745
2023-06-13,0.67531
2023-06-14,0.676929
2023-06-15,0.67969
2023-06-16,0.68803
2023-06-19,0.6876
2023-06-20,0.685138
2023-06-21,0.678882
2023-06-22,0.67987
2023-06-23,0.67607
2023-06-26,0.668052
2023-06-27,0.66745
2023-06-28,0.66814
2023-06-29,0.660062
2023-06-30,0.661971
2023-07-03,0.665832
2023-07-04,0.66741
2023-07-05,0.66927
2023-07-06,0.66569
2023-07-07,0.66284
2023-07-10,0.668838
2023-07-11,0.6679
2023-07-12,0.66938
2023-07-13,0.679279
2023-07-14,0.688862
2023-07-17,0.683779
2023-07-18,0.68105
2023-07-19,0.681482
